Order_ID,Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Product_Price,Discount_Percent,Final_Price,Quantity,Revenue,Delivery_Time,Customer_Rating,Customer_Location,Browsing_Frequency,Product_Search_Method
ORD003570,2023/06/04 6:31:41 PM GMT+5:30,22,Female,Less than once a month,Clothing and Fashion,20.34,10,18.31,1,18.31,2,4.0,Delhi,Rarely,Filter
ORD003571,2023/06/06 6:39:26 PM GMT+5:30,30,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,56.81,15,48.29,1,48.29,4,2.0,Karnataka,Few times a month,Filter
ORD003572,2023/06/06 7:18:01 PM GMT+5:30,60,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,33.65,30,23.55,3,70.65,3,2.0,Karnataka,Multiple times a day,Keyword
ORD003573,2023/06/05 8:06:04 PM GMT+5:30,23,Prefer not to say,Once a week,Beauty and Personal Care,45.12,15,38.35,10,383.5,2,4.0,Delhi,Multiple times a day,categories
ORD003574,2023/06/09 3:47:38 AM GMT+5:30,36,Female,Once a month,Home and Kitchen,103.42,15,87.91,2,175.82,5,,Karnataka,Few times a week,categories
ORD003575,2023/06/05 2:28:10 PM GMT+5:30,26,Male,Less than once a month,Home and Kitchen,41.64,15,35.39,1,35.39,3,2.0,Maharashtra,Rarely,Filter
ORD003576,2023/06/07 3:56:01 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;others,56.55,5,53.72,1,53.72,5,4.0,Delhi,Few times a month,categories
ORD003577,2023/06/05 2:56:10 AM GMT+5:30,24,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,13.68,15,11.63,1,11.63,6,3.0,Delhi,Few times a week,Keyword
ORD003578,2023/06/07 9:21:10 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,55.34,0,55.34,1,55.34,3,3.0,Delhi,Few times a month,Filter
ORD003579,2023/06/06 7:42:13 PM GMT+5:30,26,Prefer not to say,Once a month,Beauty and Personal Care,102.21,20,81.77,1,81.77,6,5.0,Tamil Nadu,Few times a month,categories
ORD003580,2023/06/06 7:19:43 PM GMT+5:30,50,Male,Less than once a month,Clothing and Fashion;Home and Kitchen;others,17.35,25,13.01,5,65.05,2,5.0,West Bengal,Few times a week,categories
ORD003581,2023/06/08 5:40:49 PM GMT+5:30,37,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,26.41,20,21.13,2,42.26,2,2.0,Maharashtra,Few times a week,Filter
ORD003582,2023/06/05 10:53:16 AM GMT+5:30,21,Female,Few times a month,Home and Kitchen,53.53,20,42.82,1,42.82,4,4.0,Tamil Nadu,Few times a month,Keyword
ORD003583,2023/06/08 10:41:11 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,45.31,0,45.31,1,45.31,2,4.0,Maharashtra,Multiple times a day,Filter
ORD003584,2023/06/11 2:07:39 PM GMT+5:30,36,Female,Less than once a month,Home and Kitchen,12.78,30,8.95,1,8.95,3,5.0,Karnataka,Rarely,Keyword
ORD003585,2023/06/08 5:20:43 PM GMT+5:30,26,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,37.17,15,31.59,2,63.18,2,1.0,Maharashtra,Multiple times a day,Keyword
ORD003586,2023/06/06 6:33:23 PM GMT+5:30,24,Male,Once a week,Clothing and Fashion;others,26.24,50,13.12,1,13.12,4,5.0,Delhi,Few times a week,categories
ORD003587,2023/06/08 9:40:24 PM GMT+5:30,34,Prefer not to say,Few times a month,Beauty and Personal Care,16.81,5,15.97,1,15.97,5,2.0,Maharashtra,Rarely,others
ORD003588,2023/06/08 5:38:57 PM GMT+5:30,40,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,85.6,30,59.92,1,59.92,1,5.0,Delhi,Few times a month,others
ORD003589,2023/06/07 9:54:56 PM GMT+5:30,34,Female,Once a week,Clothing and Fashion,33.24,20,26.59,2,53.18,3,5.0,West Bengal,Few times a week,Keyword
ORD003590,2023/06/08 5:47:32 PM GMT+5:30,43,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,65.9,5,62.6,1,62.6,5,4.0,West Bengal,Rarely,Keyword
ORD003591,2023/06/05 2:28:10 PM GMT+5:30,26,Male,Less than once a month,Home and Kitchen,14.56,50,7.28,1,7.28,3,3.0,Delhi,Rarely,Filter
ORD003592,2023/06/07 6:20:53 PM GMT+5:30,21,Female,Once a week,Clothing and Fashion,50.01,0,50.01,3,150.03,1,4.0,Maharashtra,Few times a week,Filter
ORD003593,2023/06/05 12:37:54 AM GMT+5:30,30,Female,Once a month,Home and Kitchen,69.63,25,52.22,2,104.44,4,3.0,Delhi,Few times a month,Filter
ORD003594,2023/06/08 5:45:59 PM GMT+5:30,36,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,27.95,30,19.56,1,19.56,2,3.0,West Bengal,Few times a week,Filter
ORD003595,2023/06/05 12:05:20 AM GMT+5:30,26,Female,Less than once a month,others,23.38,10,21.04,5,105.2,3,5.0,Delhi,Few times a month,Keyword
ORD003596,2023/06/06 7:23:25 PM GMT+5:30,17,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,13.29,15,11.3,1,11.3,7,4.0,Karnataka,Few times a week,categories
ORD003597,2023/06/07 12:23:07 PM GMT+5:30,41,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,18.04,20,14.43,1,14.43,3,3.0,Delhi,Few times a week,Filter
ORD003598,2023/06/09 4:33:19 PM GMT+5:30,23,Female,Once a month,Clothing and Fashion,24.12,20,19.3,4,77.2,5,4.0,Tamil Nadu,Few times a week,Filter
ORD003599,2023/06/04 11:57:10 PM GMT+5:30,29,Male,Once a month,Clothing and Fashion,16.72,30,11.7,3,35.1,6,5.0,Maharashtra,Few times a week,categories
ORD003600,2023/06/08 5:39:57 PM GMT+5:30,35,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,19.35,25,14.51,1,14.51,3,4.0,Karnataka,Multiple times a day,Keyword
ORD003601,2023/06/06 6:48:26 PM GMT+5:30,63,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,36.99,15,31.44,4,125.76,4,2.0,Delhi,Rarely,Keyword
ORD003602,2023/06/06 10:19:05 AM GMT+5:30,26,Female,Less than once a month,others,40.22,25,30.16,1,30.16,6,4.0,nan,Few times a month,Keyword
ORD003603,2023/06/09 3:25:33 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care,71.06,50,35.53,3,106.59,4,4.0,West Bengal,Few times a week,categories
ORD003604,2023/06/09 10:23:45 AM GMT+5:30,33,Others,Few times a month,Clothing and Fashion,19.43,10,17.49,1,17.49,5,4.0,Delhi,Few times a month,others
ORD003605,2023/06/05 4:26:25 AM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,33.66,5,31.98,1,31.98,3,4.0,Karnataka,Few times a month,Keyword
ORD003606,2023/06/12 3:27:59 PM GMT+5:30,60,Male,Once a week,Beauty and Personal Care,24.72,15,21.01,1,21.01,5,,Karnataka,Few times a month,Filter
ORD003607,2023/06/08 5:38:01 PM GMT+5:30,18,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,23.53,30,16.47,3,49.41,1,2.0,Maharashtra,Multiple times a day,Keyword
ORD003608,2023/06/05 2:17:45 PM GMT+5:30,24,Female,Once a month,others,26.54,10,23.89,2,47.78,5,2.0,Delhi,Few times a week,Keyword
ORD003609,2023/06/07 11:08:52 PM GMT+5:30,47,Female,Once a month,Clothing and Fashion,28.87,30,20.21,5,101.05,4,5.0,Tamil Nadu,Multiple times a day,categories
ORD003610,2023/06/07 11:05:19 PM GMT+5:30,23,Female,Multiple times a week,Beauty and Personal Care,39.46,70,11.84,1,11.84,3,4.0,Uttar Pradesh,Few times a week,Filter
ORD003611,2023/06/07 11:44:55 AM GMT+5:30,26,Female,Once a month,Beauty and Personal Care,26.28,5,24.97,1,24.97,3,4.0,Tamil Nadu,Few times a week,categories
ORD003612,2023/06/05 1:35:41 PM GMT+5:30,24,Male,Once a month,others,78.19,15,66.46,1,66.46,3,3.0,Tamil Nadu,Few times a week,Keyword
ORD003613,2023/06/08 3:30:19 AM GMT+5:30,27,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,10.04,15,8.53,1,8.53,4,5.0,Tamil Nadu,Few times a month,categories
ORD003614,2023/06/06 7:15:48 PM GMT+5:30,40,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,69.25,15,58.86,1,58.86,2,3.0,Karnataka,Multiple times a day,Filter
ORD003615,2023/06/08 5:09:31 PM GMT+5:30,43,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,25.59,15,21.75,2,43.5,5,5.0,Delhi,Rarely,Keyword
ORD003616,2023/06/11 10:58:52 PM GMT+5:30,36,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,29.02,25,21.76,3,65.28,3,3.0,Maharashtra,Rarely,others
ORD003617,2023/06/08 5:19:23 PM GMT+5:30,31,Female,Few times a month,Clothing and Fashion;Home and Kitchen,32.89,20,26.31,1,26.31,1,3.0,Maharashtra,Few times a week,categories
ORD003618,2023/06/08 3:24:37 AM GMT+5:30,21,Male,Less than once a month,others,54.27,50,27.14,2,54.28,4,2.0,Maharashtra,Rarely,others
ORD003619,2023/06/10 2:41:51 PM GMT+5:30,23,Female,Multiple times a week,Clothing and Fashion,17.88,15,15.2,3,45.6,6,5.0,Karnataka,Few times a month,categories
ORD003620,2023/06/08 5:19:23 PM GMT+5:30,31,Female,Few times a month,Clothing and Fashion;Home and Kitchen,20.91,20,16.73,1,16.73,1,5.0,Karnataka,Few times a week,categories
ORD003621,2023/06/11 11:18:35 PM GMT+5:30,36,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,47.01,25,35.26,2,70.52,2,5.0,Tamil Nadu,Multiple times a day,categories
ORD003622,2023/06/07 10:10:26 PM GMT+5:30,23,Female,Once a week,Groceries and Gourmet Food,10.09,15,8.58,1,8.58,3,4.0,Uttar Pradesh,Few times a week,Filter
ORD003623,2023/06/06 7:18:01 PM GMT+5:30,60,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,32.33,15,27.48,10,274.8,5,3.0,Delhi,Multiple times a day,Keyword
ORD003624,2023/06/09 10:28:57 AM GMT+5:30,3,Prefer not to say,Once a month,Home and Kitchen,18.95,20,15.16,1,15.16,4,3.0,Karnataka,Few times a week,categories
ORD003625,2023/06/08 8:59:45 AM GMT+5:30,50,Female,Multiple times a week,Home and Kitchen,16.35,30,11.44,1,11.44,3,3.0,Maharashtra,Multiple times a day,others
ORD003626,2023/06/12 3:52:33 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,10.52,15,8.94,1,8.94,7,4.0,Uttar Pradesh,Few times a week,categories
ORD003627,2023/06/10 11:21:59 PM GMT+5:30,27,Male,Less than once a month,Clothing and Fashion,56.86,20,45.49,3,136.47,2,3.0,Karnataka,Rarely,categories
ORD003628,2023/06/08 5:54:05 PM GMT+5:30,36,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,37.01,50,18.5,1,18.5,5,4.0,Uttar Pradesh,Few times a month,categories
ORD003629,2023/06/09 7:22:11 PM GMT+5:30,21,Prefer not to say,Less than once a month,Clothing and Fashion,20.68,0,20.68,1,20.68,2,,Tamil Nadu,Few times a month,categories
ORD003630,2023/06/09 4:32:00 PM GMT+5:30,67,Prefer not to say,Few times a month,Home and Kitchen,29.51,15,25.08,2,50.16,2,2.0,Delhi,Few times a week,Filter
ORD003631,2023/06/05 2:28:10 PM GMT+5:30,26,Male,Less than once a month,Home and Kitchen,15.41,20,12.33,1,12.33,3,2.0,Uttar Pradesh,Rarely,Filter
ORD003632,2023/06/11 10:42:48 PM GMT+5:30,23,Male,Once a month,Clothing and Fashion,22.75,0,22.75,1,22.75,6,2.0,Maharashtra,Rarely,Filter
ORD003633,2023/06/08 5:55:54 PM GMT+5:30,25,Male,Few times a month,Clothing and Fashion;Home and Kitchen,28.82,20,23.06,1,23.06,3,1.0,West Bengal,Few times a month,Filter
ORD003634,2023/06/07 11:03:50 PM GMT+5:30,34,Female,Multiple times a week,Beauty and Personal Care,34.63,5,32.9,1,32.9,3,4.0,Karnataka,Few times a week,categories
ORD003635,2023/06/08 5:39:57 PM GMT+5:30,35,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,43.57,30,30.5,5,152.5,3,4.0,West Bengal,Multiple times a day,Keyword
ORD003636,2023/06/11 11:17:41 PM GMT+5:30,31,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,9.35,25,7.01,2,14.02,4,4.0,Karnataka,Few times a week,categories
ORD003637,2023/06/12 2:41:58 PM GMT+5:30,45,Female,Once a week,Beauty and Personal Care,43.67,0,43.67,3,131.01,3,4.0,Uttar Pradesh,Few times a week,categories
ORD003638,2023/06/06 11:06:30 PM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,9.9,0,9.9,1,9.9,7,1.0,Karnataka,Few times a month,Keyword
ORD003639,2023/06/09 10:31:15 AM GMT+5:30,33,Female,Few times a month,Clothing and Fashion,44.79,25,33.59,1,33.59,2,3.0,Delhi,Multiple times a day,categories
ORD003640,2023/06/12 2:44:47 PM GMT+5:30,45,Female,Few times a month,Groceries and Gourmet Food,28.52,15,24.24,1,24.24,3,3.0,Karnataka,Multiple times a day,categories
ORD003641,2023/06/08 5:36:14 PM GMT+5:30,31,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,71.1,20,56.88,1,56.88,3,3.0,nan,Multiple times a day,Keyword
ORD003642,2023/06/06 4:46:25 PM GMT+5:30,38,Female,Once a month,Beauty and Personal Care;Home and Kitchen,20.65,10,18.58,2,37.16,4,5.0,West Bengal,Few times a month,Keyword
ORD003643,2023/06/06 11:28:31 PM GMT+5:30,24,Male,Less than once a month,Clothing and Fashion,57.2,10,51.48,1,51.48,7,,Tamil Nadu,Few times a month,categories
ORD003644,2023/06/09 3:47:38 AM GMT+5:30,36,Female,Once a month,Home and Kitchen,14.63,10,13.17,1,13.17,3,4.0,Delhi,Few times a week,categories
ORD003645,2023/06/07 6:30:43 PM GMT+5:30,23,Prefer not to say,Few times a month,Clothing and Fashion,35.66,10,32.09,3,96.27,7,2.0,Delhi,Few times a month,categories
ORD003646,2023/06/11 11:17:41 PM GMT+5:30,31,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,7.95,15,6.76,1,6.76,5,3.0,West Bengal,Few times a week,categories
ORD003647,2023/06/08 5:15:27 PM GMT+5:30,34,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,61.45,25,46.09,4,184.36,5,3.0,West Bengal,Multiple times a day,Keyword
ORD003648,2023/06/05 9:56:08 PM GMT+5:30,24,Female,Once a month,Beauty and Personal Care;Home and Kitchen;others,110.92,20,88.74,1,88.74,1,2.0,Maharashtra,Few times a week,Keyword
ORD003649,2023/06/11 11:00:11 PM GMT+5:30,28,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,20.31,20,16.25,10,162.5,6,,nan,Multiple times a day,others
ORD003650,2023/06/05 1:37:01 PM GMT+5:30,24,Male,Less than once a month,others,36.08,15,30.67,3,92.01,5,2.0,Tamil Nadu,Few times a month,Keyword
ORD003651,2023/06/11 10:44:46 PM GMT+5:30,45,Prefer not to say,Few times a month,Beauty and Personal Care,45.18,15,38.4,1,38.4,4,4.0,Uttar Pradesh,Few times a month,Filter
ORD003652,2023/06/06 6:40:30 PM GMT+5:30,25,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,11.19,5,10.63,1,10.63,2,4.0,Delhi,Rarely,Keyword
ORD003653,2023/06/06 9:08:20 PM GMT+5:30,22,Prefer not to say,Once a month,Beauty and Personal Care,19.6,15,16.66,3,49.98,3,5.0,Tamil Nadu,Few times a week,others
ORD003654,2023/06/07 11:47:07 AM GMT+5:30,36,Female,Less than once a month,others,18.77,20,15.02,1,15.02,5,2.0,West Bengal,Rarely,others
ORD003655,2023/06/07 12:29:31 PM GMT+5:30,36,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,178.56,25,133.92,1,133.92,3,2.0,West Bengal,Few times a week,Keyword
ORD003656,2023/06/07 8:41:53 PM GMT+5:30,54,Male,Less than once a month,others,68.86,15,58.53,4,234.12,3,3.0,Tamil Nadu,Rarely,Keyword
ORD003657,2023/06/06 6:38:45 PM GMT+5:30,44,Female,Few times a month,Beauty and Personal Care,28.45,20,22.76,1,22.76,3,3.0,Tamil Nadu,Multiple times a day,Filter
ORD003658,2023/06/12 2:51:24 PM GMT+5:30,25,Female,Once a month,Beauty and Personal Care,57.13,10,51.42,1,51.42,1,2.0,West Bengal,Few times a month,Keyword
ORD003659,2023/06/05 8:49:12 PM GMT+5:30,28,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,38.39,30,26.87,1,26.87,4,1.0,Delhi,Few times a month,Keyword
ORD003660,2023/06/07 11:47:44 AM GMT+5:30,41,Male,Less than once a month,Clothing and Fashion,50.16,30,35.11,1,35.11,5,3.0,West Bengal,Few times a month,Keyword
ORD003661,2023/06/06 6:35:14 PM GMT+5:30,26,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,15.84,15,13.46,2,26.92,2,3.0,Maharashtra,Few times a week,Keyword
ORD003662,2023/06/04 5:04:56 PM GMT+5:30,24,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,86.61,20,69.29,1,69.29,6,2.0,West Bengal,Few times a month,Keyword
ORD003663,2023/06/06 3:02:38 PM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion;others,19.35,20,15.48,10,154.8,4,3.0,West Bengal,Few times a month,Keyword
ORD003664,2023/06/08 5:52:44 PM GMT+5:30,21,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion,20.06,15,17.05,2,34.1,5,1.0,Maharashtra,Multiple times a day,Keyword
ORD003665,2023/06/04 11:38:30 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,50.06,30,35.04,4,140.16,4,5.0,West Bengal,Rarely,categories
ORD003666,2023/06/08 5:20:43 PM GMT+5:30,26,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,42.18,25,31.64,1,31.64,2,4.0,Maharashtra,Multiple times a day,Keyword
ORD003667,2023/06/04 8:49:49 PM GMT+5:30,64,Male,Once a week,Groceries and Gourmet Food,33.66,20,26.93,1,26.93,6,3.0,West Bengal,Few times a month,Keyword
ORD003668,2023/06/07 5:58:12 PM GMT+5:30,37,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,59.6,20,47.68,1,47.68,5,2.0,Delhi,Few times a week,categories
ORD003669,2023/06/09 2:36:09 PM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion,14.69,5,13.96,1,13.96,1,4.0,Delhi,Multiple times a day,Filter
ORD003670,2023/06/08 3:23:58 AM GMT+5:30,45,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,120.43,5,114.41,2,228.82,4,1.0,Tamil Nadu,Rarely,others
ORD003671,2023/06/12 3:59:59 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care,23.33,10,21.0,2,42.0,3,,Delhi,Few times a week,Keyword
ORD003672,2023/06/12 3:59:10 PM GMT+5:30,23,Female,Once a month,Beauty and Personal Care,31.13,10,28.02,1,28.02,6,5.0,Uttar Pradesh,Few times a week,categories
ORD003673,2023/06/05 2:17:45 PM GMT+5:30,24,Female,Once a month,others,121.74,50,60.87,1,60.87,2,3.0,Delhi,Few times a week,Keyword
ORD003674,2023/06/06 6:35:14 PM GMT+5:30,26,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,20.15,15,17.13,1,17.13,4,4.0,Tamil Nadu,Few times a week,Keyword
ORD003675,2023/06/07 9:27:03 AM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,67.77,30,47.44,1,47.44,3,1.0,Tamil Nadu,Few times a month,Filter
ORD003676,2023/06/06 6:41:11 PM GMT+5:30,20,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,28.5,25,21.38,2,42.76,2,3.0,Delhi,Multiple times a day,Keyword
ORD003677,2023/06/09 10:30:39 AM GMT+5:30,23,Female,Multiple times a week,Beauty and Personal Care,18.37,25,13.78,1,13.78,1,5.0,Uttar Pradesh,Few times a week,categories
ORD003678,2023/06/07 10:35:06 PM GMT+5:30,21,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion,25.31,10,22.78,4,91.12,3,1.0,West Bengal,Few times a week,Filter
ORD003679,2023/06/08 3:29:26 AM GMT+5:30,16,Male,Once a month,Clothing and Fashion;others,49.22,15,41.84,2,83.68,3,2.0,West Bengal,Rarely,Keyword
ORD003680,2023/06/11 11:04:17 PM GMT+5:30,45,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,67.36,15,57.26,3,171.78,3,4.0,Delhi,Few times a month,Keyword
ORD003681,2023/06/07 10:11:28 PM GMT+5:30,37,Female,Once a week,Beauty and Personal Care,38.78,50,19.39,1,19.39,5,3.0,Maharashtra,Few times a week,categories
ORD003682,2023/06/05 1:35:41 PM GMT+5:30,24,Male,Once a month,others,10.82,30,7.57,10,75.7,3,4.0,Tamil Nadu,Few times a week,Keyword
ORD003683,2023/06/08 8:59:45 AM GMT+5:30,50,Female,Multiple times a week,Home and Kitchen,51.67,10,46.5,2,93.0,2,5.0,Maharashtra,Multiple times a day,others
ORD003684,2023/06/05 10:36:38 AM GMT+5:30,25,Male,Less than once a month,others,29.98,15,25.48,1,25.48,3,2.0,Uttar Pradesh,Few times a week,Keyword
ORD003685,2023/06/06 6:57:14 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care,15.31,20,12.25,1,12.25,1,3.0,Karnataka,Rarely,Keyword
ORD003686,2023/06/08 3:28:23 AM GMT+5:30,17,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,42.2,10,37.98,3,113.94,7,4.0,Uttar Pradesh,Rarely,Filter
ORD003687,2023/06/11 11:10:59 PM GMT+5:30,56,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,73.24,25,54.93,1,54.93,1,4.0,Uttar Pradesh,Few times a week,Keyword
ORD003688,2023/06/12 2:41:06 PM GMT+5:30,45,Prefer not to say,Once a month,Clothing and Fashion,33.27,25,24.95,1,24.95,2,5.0,Karnataka,Few times a week,Keyword
ORD003689,2023/06/08 5:55:15 PM GMT+5:30,27,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,63.2,25,47.4,1,47.4,3,3.0,Maharashtra,Few times a month,Keyword
ORD003690,2023/06/11 11:16:58 PM GMT+5:30,21,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,45.77,20,36.62,1,36.62,6,3.0,Maharashtra,Rarely,Keyword
ORD003691,2023/06/06 7:42:51 PM GMT+5:30,46,Male,Once a week,Beauty and Personal Care,46.19,20,36.95,1,36.95,2,5.0,Karnataka,Rarely,Keyword
ORD003692,2023/06/08 5:35:25 PM GMT+5:30,26,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,26.74,15,22.73,2,45.46,3,5.0,Karnataka,Few times a week,Keyword
ORD003693,2023/06/08 3:30:19 AM GMT+5:30,27,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,58.74,25,44.06,1,44.06,7,3.0,Delhi,Few times a month,categories
ORD003694,2023/06/05 10:06:46 PM GMT+5:30,22,Others,Less than once a month,others,62.8,30,43.96,2,87.92,4,4.0,Delhi,Few times a month,categories
ORD003695,2023/06/07 12:27:12 PM GMT+5:30,35,Female,Few times a month,Home and Kitchen;others,57.68,0,57.68,1,57.68,4,2.0,Karnataka,Multiple times a day,Keyword
ORD003696,2023/06/06 6:39:26 PM GMT+5:30,30,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,26.59,15,22.6,1,22.6,7,1.0,Karnataka,Few times a month,Filter
ORD003697,2023/06/04 6:01:59 PM GMT+5:30,21,Female,Less than once a month,Clothing and Fashion,65.99,0,65.99,1,65.99,4,3.0,Uttar Pradesh,Rarely,categories
ORD003698,2023/06/06 10:07:39 AM GMT+5:30,24,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,43.4,25,32.55,2,65.1,1,3.0,Maharashtra,Few times a week,Keyword
ORD003699,2023/06/11 11:16:18 PM GMT+5:30,46,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,16.77,10,15.09,1,15.09,1,2.0,nan,Few times a week,Keyword
ORD003700,2023/06/04 11:57:10 PM GMT+5:30,29,Male,Once a month,Clothing and Fashion,25.35,20,20.28,2,40.56,4,2.0,nan,Few times a week,categories
ORD003701,2023/06/09 9:34:07 AM GMT+5:30,21,Female,Once a week,Beauty and Personal Care,22.84,15,19.41,1,19.41,2,4.0,Delhi,Few times a month,Filter
ORD003702,2023/06/07 9:19:32 PM GMT+5:30,44,Female,Once a week,Clothing and Fashion,8.24,25,6.18,2,12.36,3,4.0,Delhi,Few times a month,categories
ORD003703,2023/06/09 9:34:44 AM GMT+5:30,23,Female,Once a week,Clothing and Fashion,66.85,20,53.48,2,106.96,4,1.0,Delhi,Few times a week,categories
ORD003704,2023/06/05 8:47:42 PM GMT+5:30,30,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,290.28,15,246.74,1,246.74,4,4.0,Karnataka,Few times a week,Filter
ORD003705,2023/06/09 2:49:20 PM GMT+5:30,46,Prefer not to say,Few times a month,Clothing and Fashion,77.16,15,65.59,2,131.18,1,4.0,Maharashtra,Few times a week,Filter
ORD003706,2023/06/05 4:46:52 PM GMT+5:30,23,Female,Less than once a month,Home and Kitchen,37.11,15,31.54,1,31.54,5,3.0,Karnataka,Few times a month,Keyword
ORD003707,2023/06/09 3:09:41 PM GMT+5:30,25,Prefer not to say,Few times a month,Clothing and Fashion,23.08,25,17.31,2,34.62,6,,Tamil Nadu,Few times a month,categories
ORD003708,2023/06/08 10:38:16 PM GMT+5:30,34,Female,Few times a month,Clothing and Fashion,17.33,25,13.0,3,39.0,3,3.0,Karnataka,Few times a month,categories
ORD003709,2023/06/09 2:39:16 PM GMT+5:30,45,Female,Once a month,Beauty and Personal Care;Home and Kitchen,36.8,15,31.28,1,31.28,3,4.0,Maharashtra,Few times a week,categories
ORD003710,2023/06/07 10:39:21 PM GMT+5:30,41,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,65.22,15,55.44,2,110.88,5,3.0,Tamil Nadu,Multiple times a day,Keyword
ORD003711,2023/06/07 4:10:33 PM GMT+5:30,39,Male,Less than once a month,Clothing and Fashion;others,20.65,5,19.62,1,19.62,2,3.0,Maharashtra,Few times a month,Keyword
